gb|13384-14226	MB-RF037|MB-RF093|MB-RF099
gb|AFU25653.1|ARO:3001837|ACT-15	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AFU25739.1|ARO:3002351|GES-22	MB-RF034|MB-RF059
gb|AFU91598.1|ARO:3001788|OXA-204	MB-RF037|MB-RF093|MB-RF095
gb|AFV48348.1|ARO:3002324|KPC-14	MB-RF034|MB-RF067
gb|AFV91534.1|ARO:3004786|FIM-1	MB-RF123|MB-RF090|MB-RF035
gb|AFW16978.1|ARO:3001352|SHV-168	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFX60298.1|ARO:3001992|CTX-M-134	MB-RF034|MB-RF048
gb|AFY98865.1|ARO:3001997|CTX-M-139	MB-RF034|MB-RF048
gb|AFZ84684.1|ARO:3003597|OXA-441	MB-RF037|MB-RF093|MB-RF101
gb|AGA83484.1|ARO:3001369|TEM-153	MB-RF034|MB-RF127
gb|AGB34168.1|ARO:3002474|LEN-26	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AGC50805.1|ARO:3002305|VIM-35	MB-RF035|MB-RF123|MB-RF160
gb|AGC50806.1|ARO:3002306|VIM-36	MB-RF035|MB-RF123|MB-RF160
gb|AGC50807.1|ARO:3002307|VIM-37	MB-RF035|MB-RF123|MB-RF160
gb|AGC54798.1|ARO:3002107|CMY-94	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGC54799.1|ARO:3002108|CMY-95	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGC60012.1|ARO:3001786|OXA-244	MB-RF037|MB-RF093|MB-RF095
gb|AGC60013.1|ARO:3001787|OXA-245	MB-RF037|MB-RF093|MB-RF095
gb|AGC70814.1|ARO:3001791|OXA-247	MB-RF037|MB-RF093|MB-RF095
gb|AGC92784.1|ARO:3000848|DIM-1	MB-RF051|MB-RF035|MB-RF050|MB-RF123|MB-RF052
gb|AGD91915.1|ARO:3001778|OXA-232	MB-RF037|MB-RF093|MB-RF095
gb|AGE00988.1|ARO:3002668|rmtG	MB-RF001
gb|AGE11905.1|ARO:3000904|TEM-34	MB-RF034|MB-RF127
gb|AGE45503.1|ARO:3002162|FOX-10	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|AGE45504.1|ARO:3002082|CMY-69	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGE83081.2|ARO:3002308|VIM-38	MB-RF035|MB-RF123|MB-RF160
gb|AGF70638.1|ARO:3002325|KPC-15	MB-RF034|MB-RF067
gb|AGG08693.1|ARO:3001995|CTX-M-136	MB-RF034|MB-RF048
gb|AGH19769.1|ARO:3003198|rmtH	MB-RF001
gb|AGH33739.1|ARO:3002377|VEB-8	MB-RF034|MB-RF159
gb|AGH56079.1|ARO:3002190|MOX-8	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF039
gb|AGH70380.1|ARO:3002111|CMY-98	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGI04227.1|ARO:3003687|APH(3')-VI	MB-RF011|MB-RF018|MB-RF020
gb|AGI65307.1|ARO:3001681|OXA-278	MB-RF037|MB-RF093|MB-RF098
gb|AGJ01153.1|ARO:3002326|KPC-16	MB-RF034|MB-RF067
gb|AGJ01154.1|ARO:3002327|KPC-17	MB-RF034|MB-RF067
gb|AGK07368.1|ARO:3001689|OXA-253	MB-RF037|MB-RF093|MB-RF100
gb|AGK07369.1|ARO:3001690|OXA-255	MB-RF037|MB-RF093|MB-RF100
gb|AGK07370.1|ARO:3001694|OXA-257	MB-RF037|MB-RF093|MB-RF099
gb|AGK40892.1|ARO:3001384|TEM-207	MB-RF034|MB-RF127
gb|AGK82336.1|ARO:3001383|TEM-206	MB-RF034|MB-RF127
gb|AGL39360.1|ARO:3004493|ADC-68	MB-RF036
gb|AGL39384.1|ARO:3001385|TEM-208	MB-RF034|MB-RF127
gb|AGN11769.1|ARO:3001999|CTX-M-141	MB-RF034|MB-RF048
gb|AGN74946|ARO:3003749|salA	MB-RF006
gb|AGQ93789.1|ARO:3003176|CARB-21	MB-RF030|MB-RF034
gb|AGR55864.1|ARO:3001793|OXA-320	MB-RF037|MB-RF093|MB-RF096
gb|AGR82311.1|ARO:3002116|CMY-104	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGS82586.1|ARO:3002309|VIM-39	MB-RF035|MB-RF123|MB-RF160
gb|AGS82587.1|ARO:3002222|IMP-31	MB-RF035|MB-RF063|MB-RF123
gb|AGT20529.1|ARO:3002352|GES-23	MB-RF034|MB-RF059
gb|AGT37351.1|ARO:3002360|NDM-10	MB-RF035|MB-RF090|MB-RF123
gb|AGU01679.2|ARO:3003894|Rm3	MB-RF035|MB-RF125
gb|AGU38146.1|ARO:3001828|ACT-23	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AGU59995.1|ARO:3002070|CMY-99	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGU69248.1|ARO:3001443|OXA-121	MB-RF037|MB-RF093|MB-RF101
gb|AGU69250.1|ARO:3001683|OXA-312	MB-RF037|MB-RF093|MB-RF101
gb|AGU69251.1|ARO:3001684|OXA-313	MB-RF037|MB-RF093|MB-RF101
gb|AGU69252.1|ARO:3001685|OXA-314	MB-RF037|MB-RF093|MB-RF101
gb|AGU69253.1|ARO:3001686|OXA-315	MB-RF037|MB-RF093|MB-RF101
gb|AGU69254.1|ARO:3001687|OXA-316	MB-RF037|MB-RF093|MB-RF101
gb|AGU69255.1|ARO:3001688|OXA-317	MB-RF037|MB-RF093|MB-RF101
gb|AGU91756.1|ARO:3002359|NDM-9	MB-RF035|MB-RF090|MB-RF123
gb|AGV04655.1|ARO:3001715|OXA-259	MB-RF037|MB-RF093|MB-RF101
gb|AGV10818.1|ARO:3002669|APH(2'')-Ig	MB-RF011|MB-RF004
gb|AGV10830.1|ARO:3002647|APH(3')-IIIa	MB-RF011|MB-RF018|MB-RF020
gb|AGV28567.1|ARO:3000559|adeN	MB-RF060|MB-RF107|MB-RF108
gb|AGW16404.1|ARO:3001510|OXA-322	MB-RF037|MB-RF093|MB-RF101
gb|AGW16405.1|ARO:3001511|OXA-323	MB-RF037|MB-RF093|MB-RF101
gb|AGW16406.1|ARO:3001512|OXA-324	MB-RF037|MB-RF093|MB-RF101
gb|AGW16407.1|ARO:3001513|OXA-325	MB-RF037|MB-RF093|MB-RF101
gb|AGW16408.1|ARO:3001514|OXA-326	MB-RF037|MB-RF093|MB-RF101
gb|AGW16409.1|ARO:3001515|OXA-327	MB-RF037|MB-RF093|MB-RF101
gb|AGW16410.1|ARO:3001516|OXA-328	MB-RF037|MB-RF093|MB-RF101
gb|AGW16411.1|ARO:3001517|OXA-329	MB-RF037|MB-RF093|MB-RF101
gb|AGW16412.1|ARO:3001518|OXA-330	MB-RF037|MB-RF093|MB-RF101
gb|AGW16413.1|ARO:3001519|OXA-331	MB-RF037|MB-RF093|MB-RF101
gb|AGW16414.1|ARO:3001520|OXA-332	MB-RF037|MB-RF093|MB-RF101
gb|AGW16415.1|ARO:3001521|OXA-333	MB-RF037|MB-RF093|MB-RF098
gb|AGW16416.1|ARO:3001522|OXA-334	MB-RF037|MB-RF093|MB-RF098
gb|AGW16417.1|ARO:3001523|OXA-335	MB-RF037|MB-RF093|MB-RF098
gb|AGW25367.1|ARO:3001386|TEM-209	MB-RF034|MB-RF127
gb|AGW25368.1|ARO:3002000|CTX-M-142	MB-RF034|MB-RF048
gb|AGW81558.1|ARO:3002631|spd	MB-RF011|MB-RF012|MB-RF017
gb|AGW83446.1|ARO:3001535|OXA-348	MB-RF037|MB-RF093|MB-RF101
gb|AGW83447.1|ARO:3001536|OXA-349	MB-RF037|MB-RF093|MB-RF101
gb|AGW83448.1|ARO:3001537|OXA-350	MB-RF037|MB-RF093|MB-RF101
gb|AGW83449.1|ARO:3001538|OXA-351	MB-RF037|MB-RF093|MB-RF101
gb|AGW83450.1|ARO:3001539|OXA-352	MB-RF037|MB-RF093|MB-RF101
gb|AGW83451.1|ARO:3001540|OXA-353	MB-RF037|MB-RF093|MB-RF101
gb|AGW83452.1|ARO:3001541|OXA-354	MB-RF037|MB-RF093|MB-RF101
gb|AGW83453.1|ARO:3001542|OXA-355	MB-RF037|MB-RF093|MB-RF099
gb|AGW83454.1|ARO:3001543|OXA-356	MB-RF037|MB-RF093|MB-RF099
gb|AGZ20169.1|ARO:3002120|CMY-108	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AGZ20205.1|ARO:3001382|TEM-205	MB-RF034|MB-RF127
gb|AGZ55247.1|ARO:3002814|clbA	MB-RF032
gb|AGZ83153.1|ARO:3001544|OXA-357	MB-RF037|MB-RF093|MB-RF101
gb|AGZ83154.1|ARO:3001545|OXA-358	MB-RF037|MB-RF093|MB-RF101
gb|AGZ83155.1|ARO:3001546|OXA-359	MB-RF037|MB-RF093|MB-RF101
gb|AGZ83156.1|ARO:3001547|OXA-360	MB-RF037|MB-RF093|MB-RF098
gb|AHA11124.1|ARO:3001548|OXA-361	MB-RF037|MB-RF093|MB-RF098
gb|AHA11125.1|ARO:3001549|OXA-362	MB-RF037|MB-RF093|MB-RF098
gb|AHA11126.1|ARO:3001550|OXA-363	MB-RF037|MB-RF093|MB-RF098
gb|AHA41499.1|ARO:3002948|vanHO	MB-RF151
gb|AHA41501.1|ARO:3002954|vanXO	MB-RF156
gb|AHA41504.1|ARO:3002941|vanSO	MB-RF153
gb|AHA41505.1|ARO:3002930|vanRO	MB-RF152
gb|AHA49908.1|ARO:3002382|SME-4	MB-RF034|MB-RF120
gb|AHA58207.1|ARO:3001390|TEM-213	MB-RF034|MB-RF127
gb|AHA80101.1|ARO:3002112|CMY-100	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHA80102.1|ARO:3002113|CMY-101	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHA80103.1|ARO:3002114|CMY-102	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHA80104.1|ARO:3002115|CMY-103	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHA80105.1|ARO:3001841|ACT-20	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHA80106.1|ARO:3001842|ACT-21	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHA80958.1|ARO:3001356|SHV-172	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AHA80959.1|ARO:3001357|SHV-173	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AHA80960.1|ARO:3001388|TEM-211	MB-RF034|MB-RF127
gb|AHA80961.1|ARO:3002005|CTX-M-147	MB-RF034|MB-RF048
gb|AHA80962.1|ARO:3001362|SHV-179	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AHA80963.1|ARO:3001361|SHV-178	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AHB37625.1|ARO:3004715|vga(E)	MB-RF006
gb|AHC31001.1|ARO:3001807|OXA-246	MB-RF037|MB-RF093|MB-RF094
gb|AHE40557.1|ARO:3002626|ANT(6)-Ia	MB-RF011|MB-RF012|MB-RF016
gb|AHE78014.1|ARO:3001861|IMI-4	MB-RF034|MB-RF062
gb|AHF71363.1|ARO:3001774|OXA-370	MB-RF037|MB-RF093|MB-RF095
gb|AHF82023.1|ARO:3004647|AQU-2	MB-RF036|MB-RF038|MB-RF039|MB-RF041
gb|AHF82024.1|ARO:3004648|AQU-3	MB-RF036|MB-RF038|MB-RF039
gb|AHH83938.1|ARO:3000013|vanB	MB-RF148|MB-RF150
gb|AHI63011.1|ARO:3001552|OXA-365	MB-RF037|MB-RF093|MB-RF101
gb|AHJ02283.1|ARO:3003186|CARB-23	MB-RF030|MB-RF034
gb|AHJ78622.1|ARO:3001393|TEM-216	MB-RF034|MB-RF127
gb|AHK51384.1|ARO:3001573|OXA-387	MB-RF037|MB-RF093|MB-RF101
gb|AHL30272.1|ARO:3001571|OXA-385	MB-RF037|MB-RF093|MB-RF101
gb|AHL30273.1|ARO:3001572|OXA-386	MB-RF037|MB-RF093|MB-RF101
gb|AHL30274.1|ARO:3001560|OXA-374	MB-RF037|MB-RF093|MB-RF101
gb|AHL30275.1|ARO:3001561|OXA-375	MB-RF037|MB-RF093|MB-RF101
gb|AHL30276.1|ARO:3001562|OXA-376	MB-RF037|MB-RF093|MB-RF101
gb|AHL30277.1|ARO:3001563|OXA-377	MB-RF037|MB-RF093|MB-RF101
gb|AHL30278.1|ARO:3001564|OXA-378	MB-RF037|MB-RF093|MB-RF101
gb|AHL30279.1|ARO:3001565|OXA-379	MB-RF037|MB-RF093|MB-RF101
gb|AHL30280.1|ARO:3001566|OXA-380	MB-RF037|MB-RF093|MB-RF101
gb|AHL30281.1|ARO:3001569|OXA-383	MB-RF037|MB-RF093|MB-RF101
gb|AHL30282.1|ARO:3001570|OXA-384	MB-RF037|MB-RF093|MB-RF101
gb|AHL30283.1|ARO:3001576|OXA-390	MB-RF037|MB-RF093|MB-RF101
gb|AHL30284.1|ARO:3001574|OXA-388	MB-RF037|MB-RF093|MB-RF101
gb|AHL30285.1|ARO:3001567|OXA-381	MB-RF037|MB-RF093|MB-RF101
gb|AHL30286.1|ARO:3001568|OXA-382	MB-RF037|MB-RF093|MB-RF101
gb|AHL30287.1|ARO:3001575|OXA-389	MB-RF037|MB-RF093|MB-RF101
gb|AHL39320.1|ARO:3002140|DHA-9	MB-RF036|MB-RF049
gb|AHL39322.1|ARO:3002098|CMY-85	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHL39324.1|ARO:3002095|CMY-82	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHL39327.1|ARO:3002099|CMY-86	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHL39330.1|ARO:3002117|CMY-105	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHL39333.1|ARO:3001848|ACT-28	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHL39336.1|ARO:3001844|ACT-24	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHL39338.1|ARO:3001845|ACT-25	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHL39340.1|ARO:3001847|ACT-27	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHM76768.1|ARO:3002106|CMY-93	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHM76771.1|ARO:3001838|ACT-17	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHM76774.1|ARO:3001843|ACT-22	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHM76777.1|ARO:3001839|ACT-18	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHM76779.1|ARO:3001840|ACT-19	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AHN07452.1|ARO:3001524|OXA-336	MB-RF037|MB-RF093|MB-RF101
gb|AHN07454.1|ARO:3001526|OXA-338	MB-RF037|MB-RF093|MB-RF101
gb|AHN07456.1|ARO:3001527|OXA-339	MB-RF037|MB-RF093|MB-RF101
gb|AHN07458.1|ARO:3001529|OXA-341	MB-RF037|MB-RF093|MB-RF101
gb|AHN07460.1|ARO:3001530|OXA-342	MB-RF037|MB-RF093|MB-RF101
gb|AHN07462.1|ARO:3001532|OXA-344	MB-RF037|MB-RF093|MB-RF101
gb|AHN07463.1|ARO:3001533|OXA-345	MB-RF037|MB-RF093|MB-RF101
gb|AHN07464.1|ARO:3001534|OXA-346	MB-RF037|MB-RF093|MB-RF101
gb|AHN53381.1|ARO:3001577|OXA-391	MB-RF037|MB-RF093|MB-RF101
gb|AHV85514.1|ARO:3002383|SME-5	MB-RF034|MB-RF120
gb|AHW47897.1|ARO:3002122|CMY-111	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AHX39588.1|ARO:3002002|CTX-M-144	MB-RF034|MB-RF048
gb|AHX39589.1|ARO:3002006|CTX-M-148	MB-RF034|MB-RF048
gb|AHY20039.1|ARO:3002009|CTX-M-152	MB-RF034|MB-RF048
gb|AIA09786.1|ARO:3000861|rmtC	MB-RF032
gb|AIA58910.1|ARO:3002236|IMP-45	MB-RF035|MB-RF063|MB-RF123
gb|AID67109.1|ARO:3001495|OXA-233	MB-RF037|MB-RF093|MB-RF094
gb|AIG20028.1|ARO:3004745|AZECL-25	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF044|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036|MB-RF045
gb|AIG22447.1|ARO:3002191|MOX-9	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF039|MB-RF038|MB-RF039
gb|AIG22448.1|ARO:3001558|OXA-372	MB-RF093|MB-RF037
gb|AIG51284.1|ARO:3001340|SHV-119	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AIG94927.1|ARO:3001606|OXA-415	MB-RF037|MB-RF093|MB-RF097
gb|AIH07017.1|ARO:3002329|KPC-19	MB-RF034|MB-RF067
gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8	MB-RF002|MB-RF003|MB-RF004|MB-RF011|MB-RF011|MB-RF012|MB-RF014|MB-RF004|MB-RF011
gb|AIL46641.1|ARO:3000579|Chryseobacterium	MB-RF027|MB-RF035|MB-RF123
gb|AIL54055.1|ARO:3001975|CTX-M-115	MB-RF034|MB-RF048
gb|AIL92326.1|ARO:3002254|CARB-17	MB-RF030|MB-RF034
gb|AIL92327.1|ARO:3003174|CARB-18	MB-RF030|MB-RF034
gb|AIL92328.1|ARO:3003175|CARB-19	MB-RF030|MB-RF034
gb|AIM47095.1|ARO:3001589|OXA-403	MB-RF037|MB-RF093|MB-RF101
gb|AIM47096.1|ARO:3001595|OXA-404	MB-RF037|MB-RF093|MB-RF101
gb|AIN56719.1|ARO:3002496|OXA-418	MB-RF037|MB-RF093|MB-RF099
gb|AIS19858.1|ARO:3003177|IMI-7	MB-RF034|MB-RF062
gb|AIS39034.1|ARO:3001587|OXA-401	MB-RF037|MB-RF093|MB-RF101
gb|AIS39035.1|ARO:3001588|OXA-402	MB-RF037|MB-RF093|MB-RF101
gb|AIS39036.1|ARO:3001586|OXA-400	MB-RF037|MB-RF093|MB-RF101
gb|AIS39742.1|ARO:3003157|TEM-219	MB-RF034|MB-RF127
gb|AIS67611.1|ARO:3003163|CTX-M-155	MB-RF034|MB-RF048
gb|AIS67612.1|ARO:3003164|CTX-M-156	MB-RF034|MB-RF048
gb|AIS67613.1|ARO:3003165|CTX-M-157	MB-RF034|MB-RF048
gb|AIS67768.1|ARO:3003152|SHV-185	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AIS67769.1|ARO:3003153|SHV-186	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AIT76085.1|ARO:3001849|ACT-29	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76086.1|ARO:3001850|ACT-30	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76087.1|ARO:3001853|ACT-33	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76088.1|ARO:3001852|ACT-32	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76089.1|ARO:3002124|CMY-113	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76090.1|ARO:3002123|CMY-112	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76091.1|ARO:3002129|CMY-118	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76092.1|ARO:3002126|CMY-115	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76093.1|ARO:3002127|CMY-116	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76094.1|ARO:3002149|DHA-18	MB-RF036|MB-RF049
gb|AIT76095.1|ARO:3001584|OXA-398	MB-RF037|MB-RF093|MB-RF100
gb|AIT76096.1|ARO:3001851|ACT-31	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76097.1|ARO:3002128|CMY-117	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76098.1|ARO:3002130|CMY-119	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76099.1|ARO:3002125|CMY-114	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AIT76100.1|ARO:3002152|DHA-21	MB-RF036|MB-RF049
gb|AIT76101.1|ARO:3002151|DHA-20	MB-RF036|MB-RF049
gb|AIT76102.1|ARO:3002150|DHA-19	MB-RF036|MB-RF049
gb|AIT76103.1|ARO:3002148|DHA-17	MB-RF036|MB-RF049
gb|AIT76104.1|ARO:3002180|MIR-15	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76105.1|ARO:3002147|DHA-16	MB-RF036|MB-RF049
gb|AIT76106.1|ARO:3002146|DHA-15	MB-RF036|MB-RF049
gb|AIT76107.1|ARO:3002145|DHA-14	MB-RF036|MB-RF049
gb|AIT76108.1|ARO:3002144|DHA-13	MB-RF036|MB-RF049
gb|AIT76109.1|ARO:3002153|DHA-22	MB-RF036|MB-RF049
gb|AIT76110.1|ARO:3002239|IMP-48	MB-RF035|MB-RF063|MB-RF123
gb|AIT76111.1|ARO:3002175|MIR-10	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76112.1|ARO:3002176|MIR-11	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76113.1|ARO:3002174|MIR-9	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76114.1|ARO:3002181|MIR-16	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76115.1|ARO:3002178|MIR-13	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76116.1|ARO:3002177|MIR-12	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76117.1|ARO:3002179|MIR-14	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AIT76118.1|ARO:3001583|OXA-397	MB-RF037|MB-RF093|MB-RF099
gb|AIT97310.1|ARO:3003166|CTX-M-158	MB-RF034|MB-RF048
gb|AIU44173.1|ARO:3001608|OXA-417	MB-RF037|MB-RF093|MB-RF101
gb|AIW68620.1|ARO:3003158|TEM-220	MB-RF034|MB-RF127
gb|AIX48090.1|ARO:3004599|clcD	MB-RF032
gb|AIX87991.1|ARO:3003180|KPC-22	MB-RF034|MB-RF067
gb|AIY26289.1|ARO:3003194|GIM-2	MB-RF035|MB-RF050|MB-RF051|MB-RF053|MB-RF123|MB-RF035|MB-RF050|MB-RF123
gb|AIY30331.1|ARO:3003160|OXA-422	MB-RF037|MB-RF093|MB-RF100
gb|AIY30332.1|ARO:3003161|OXA-423	MB-RF037|MB-RF093|MB-RF100
gb|AIY69088.1|ARO:3003142|IMI-8	MB-RF034|MB-RF062
gb|AIZ00987.1|ARO:3003117|OXA-421	MB-RF037|MB-RF093|MB-RF101
gb|AJA30430.1|ARO:3001596|OXA-405	MB-RF037|MB-RF093|MB-RF095
gb|AJA32742.1|ARO:3003147|OXA-424	MB-RF037|MB-RF093|MB-RF101
gb|AJA32743.1|ARO:3003148|OXA-425	MB-RF037|MB-RF093|MB-RF101
gb|AJA32744.1|ARO:3003149|OXA-426	MB-RF037|MB-RF093|MB-RF101
gb|AJD07401.1|ARO:3001605|OXA-414	MB-RF037|MB-RF093|MB-RF101
gb|AJD07402.1|ARO:3001597|OXA-406	MB-RF037|MB-RF093|MB-RF101
gb|AJD07403.1|ARO:3001598|OXA-407	MB-RF037|MB-RF093|MB-RF101
gb|AJD07404.1|ARO:3001599|OXA-408	MB-RF037|MB-RF093|MB-RF101
gb|AJD07405.1|ARO:3001600|OXA-409	MB-RF037|MB-RF093|MB-RF101
gb|AJD07406.1|ARO:3001602|OXA-411	MB-RF037|MB-RF093|MB-RF101
gb|AJD07407.1|ARO:3001603|OXA-412	MB-RF037|MB-RF093|MB-RF101
gb|AJD07408.1|ARO:3001604|OXA-413	MB-RF037|MB-RF093|MB-RF101
gb|AJD73064.1|ARO:3001301|RlmA(II)	MB-RF060|MB-RF109
gb|AJE61443.1|ARO:3002361|NDM-11	MB-RF035|MB-RF090|MB-RF123
gb|AJF36617.1|ARO:3004596|erm(46)	MB-RF058|MB-RF055
gb|AJG01375.1|ARO:3003120|OXA-429	MB-RF037|MB-RF093|MB-RF101
gb|AJG01376.1|ARO:3003121|OXA-430	MB-RF037|MB-RF093|MB-RF101
gb|AJG01377.1|ARO:3003124|OXA-431	MB-RF037|MB-RF093|MB-RF101
gb|AJG01378.1|ARO:3003125|OXA-432	MB-RF037|MB-RF093|MB-RF101
gb|AJG01379.1|ARO:3003126|OXA-433	MB-RF037|MB-RF093|MB-RF101
